id,split,slice,label,text
1479,train,contrast,1,shipped to a uk address the warranty claim has been open for six weeks but the fit is exactly as described ordered through the app
1480,train,contrast,0,buying for a home office the fabric held up after ten washes but the firmware update bricked the unit
1481,train,contrast,1,buying for a home office the firmware update bricked the unit but the fabric held up after ten washes
1482,test,contrast,0,the keys have a satisfying travel but the packaging arrived crushed and open
1483,test,contrast,1,the packaging arrived crushed and open but the keys have a satisfying travel
1484,train,contrast,0,buying for a home office it charges fully in about an hour but the sound is tinny at any volume
1485,train,contrast,1,buying for a home office the sound is tinny at any volume but it charges fully in about an hour
1486,train,contrast,0,for reference the price is unbeatable for this spec but the price went up the day after i ordered bought the black version
1487,train,contrast,1,for reference the price went up the day after i ordered but the price is unbeatable for this spec bought the black version
1488,train,contrast,0,the stitching is even all the way round but it stopped charging after three weeks happy to answer questions
1489,train,contrast,1,it stopped charging after three weeks but the stitching is even all the way round happy to answer questions
1490,train,contrast,0,for reference the companion app is responsive and clean but the fabric pilled after a single wash ordered through the app
1491,train,contrast,1,for reference the fabric pilled after a single wash but the companion app is responsive and clean ordered through the app
1492,train,contrast,0,replacing a five year old unit the sound is surprisingly rich but customer service put me on hold for an hour
1493,train,contrast,1,replacing a five year old unit customer service put me on hold for an hour but the sound is surprisingly rich
1494,test,contrast,0,shipped to a uk address the fabric held up after ten washes but the packaging arrived crushed and open happy to answer questions
1495,test,contrast,1,shipped to a uk address the packaging arrived crushed and open but the fabric held up after ten washes happy to answer questions
1496,train,contrast,0,it survived a drop onto concrete but customer service put me on hold for an hour ordered through the app
1497,train,contrast,1,customer service put me on hold for an hour but it survived a drop onto concrete ordered through the app
1498,train,contrast,0,second one i have bought customer service refunded me the same day but the weight makes it useless for travel
1499,train,contrast,1,second one i have bought the weight makes it useless for travel but customer service refunded me the same day
1500,train,contrast,0,shipped to a uk address support answered within an hour but delivery was nine days late with no notice happy to answer questions
1501,train,contrast,1,shipped to a uk address delivery was nine days late with no notice but support answered within an hour happy to answer questions
1502,test,contrast,0,i have used it daily since march the build quality feels premium but the warranty claim has been open for six weeks
1503,test,contrast,1,i have used it daily since march the warranty claim has been open for six weeks but the build quality feels premium
1504,test,contrast,0,replacing a five year old unit the mounting bracket lines up perfectly but the fit runs two sizes small ordered through the app
1505,test,contrast,1,replacing a five year old unit the fit runs two sizes small but the mounting bracket lines up perfectly ordered through the app
1506,train,contrast,0,second one i have bought setup took under five minutes but the return label cost me twelve dollars
1507,train,contrast,1,second one i have bought the return label cost me twelve dollars but setup took under five minutes
1508,train,contrast,0,buying for a home office the return label was already in the box but the weight makes it useless for travel
1509,train,contrast,1,buying for a home office the weight makes it useless for travel but the return label was already in the box
1510,train,contrast,0,ordered this in june the seller threw in a spare cable but the price went up the day after i ordered will report back after the winter
1511,train,contrast,1,ordered this in june the price went up the day after i ordered but the seller threw in a spare cable will report back after the winter
1512,train,contrast,0,shipped to a uk address the return label was already in the box but the printed instructions were one unreadable page happy to answer questions
1513,train,contrast,1,shipped to a uk address the printed instructions were one unreadable page but the return label was already in the box happy to answer questions
1514,test,contrast,0,buying for a home office the colour matches the product photos but the warranty claim has been open for six weeks
1515,test,contrast,1,buying for a home office the warranty claim has been open for six weeks but the colour matches the product photos
1516,train,contrast,0,replacing a five year old unit the mounting bracket lines up perfectly but delivery was nine days late with no notice ordered through the app
1517,train,contrast,1,replacing a five year old unit delivery was nine days late with no notice but the mounting bracket lines up perfectly ordered through the app
1518,test,contrast,0,shipped to a uk address the packaging was neat and fully recyclable but the colour is nothing like the product photos bought the black version
1519,test,contrast,1,shipped to a uk address the colour is nothing like the product photos but the packaging was neat and fully recyclable bought the black version
1520,train,contrast,0,the fabric held up after ten washes but the warranty claim has been open for six weeks
1521,train,contrast,1,the warranty claim has been open for six weeks but the fabric held up after ten washes
1522,train,contrast,0,the weight is far lower than i expected but it cracked from a knock off the desk
1523,train,contrast,1,it cracked from a knock off the desk but the weight is far lower than i expected
1524,train,contrast,0,bought during the autumn sale the firmware update installed without a hitch but the price went up the day after i ordered will report back after the winter
1525,train,contrast,1,bought during the autumn sale the price went up the day after i ordered but the firmware update installed without a hitch will report back after the winter
1526,train,contrast,0,for reference the battery easily lasts two days but the firmware update bricked the unit happy to answer questions
1527,train,contrast,1,for reference the firmware update bricked the unit but the battery easily lasts two days happy to answer questions
1528,train,contrast,0,replacing a five year old unit customer service refunded me the same day but the fit runs two sizes small posting this after a month of use
1529,train,contrast,1,replacing a five year old unit the fit runs two sizes small but customer service refunded me the same day posting this after a month of use
1530,train,contrast,0,shipped to a uk address the stitching is even all the way round but the stitching came apart at the corner ordered through the app
1531,train,contrast,1,shipped to a uk address the stitching came apart at the corner but the stitching is even all the way round ordered through the app
1532,train,contrast,0,ordered this in june the weight is far lower than i expected but the warranty claim has been open for six weeks will report back after the winter
1533,train,contrast,1,ordered this in june the warranty claim has been open for six weeks but the weight is far lower than i expected will report back after the winter
1534,train,contrast,0,the seller threw in a spare cable but the colour is nothing like the product photos updating this review later
1535,train,contrast,1,the colour is nothing like the product photos but the seller threw in a spare cable updating this review later
1536,train,contrast,0,the packaging was neat and fully recyclable but the seller shipped the wrong variant model number lc four seven five
1537,train,contrast,1,the seller shipped the wrong variant but the packaging was neat and fully recyclable model number lc four seven five
1538,train,contrast,0,i have used it daily since march the warranty claim took three minutes online but the build quality feels cheap in the hand updating this review later
1539,train,contrast,1,i have used it daily since march the build quality feels cheap in the hand but the warranty claim took three minutes online updating this review later
1540,train,contrast,0,second one i have bought the battery easily lasts two days but the warranty claim has been open for six weeks ordered through the app
1541,train,contrast,1,second one i have bought the warranty claim has been open for six weeks but the battery easily lasts two days ordered through the app
1542,train,contrast,0,shipped to a uk address the warranty claim took three minutes online but the keys started sticking almost immediately updating this review later
1543,train,contrast,1,shipped to a uk address the keys started sticking almost immediately but the warranty claim took three minutes online updating this review later
1544,train,contrast,0,second one i have bought delivery arrived a day early but the packaging arrived crushed and open posting this after a month of use
1545,train,contrast,1,second one i have bought the packaging arrived crushed and open but delivery arrived a day early posting this after a month of use
1546,train,contrast,0,buying for a home office the carrying case is genuinely useful but the fit runs two sizes small
1547,train,contrast,1,buying for a home office the fit runs two sizes small but the carrying case is genuinely useful
1548,train,contrast,0,buying for a home office the sound is surprisingly rich but it stopped charging after three weeks
1549,train,contrast,1,buying for a home office it stopped charging after three weeks but the sound is surprisingly rich
1550,test,contrast,0,bought during the autumn sale the fit is exactly as described but the colour is nothing like the product photos
1551,test,contrast,1,bought during the autumn sale the colour is nothing like the product photos but the fit is exactly as described
1552,train,contrast,0,second one i have bought support answered within an hour but the keys started sticking almost immediately will report back after the winter
1553,train,contrast,1,second one i have bought the keys started sticking almost immediately but support answered within an hour will report back after the winter
1554,train,contrast,0,the companion app is responsive and clean but the build quality feels cheap in the hand updating this review later
1555,train,contrast,1,the build quality feels cheap in the hand but the companion app is responsive and clean updating this review later
1556,val,contrast,0,bought during the autumn sale customer service refunded me the same day but the carrying case tore at the seam bought the black version
1557,val,contrast,1,bought during the autumn sale the carrying case tore at the seam but customer service refunded me the same day bought the black version
1558,train,contrast,0,buying for a home office the battery easily lasts two days but support never replied to my ticket will report back after the winter
1559,train,contrast,1,buying for a home office support never replied to my ticket but the battery easily lasts two days will report back after the winter
1560,train,contrast,0,the warranty claim took three minutes online but the price went up the day after i ordered ordered through the app
1561,train,contrast,1,the price went up the day after i ordered but the warranty claim took three minutes online ordered through the app
1562,test,contrast,0,the printed instructions were clear and short but setup took me most of an afternoon
1563,test,contrast,1,setup took me most of an afternoon but the printed instructions were clear and short
1564,train,contrast,0,the battery easily lasts two days but the sound is tinny at any volume
1565,train,contrast,1,the sound is tinny at any volume but the battery easily lasts two days
1566,train,contrast,0,shipped to a uk address the packaging was neat and fully recyclable but the keys started sticking almost immediately bought the black version
1567,train,contrast,1,shipped to a uk address the keys started sticking almost immediately but the packaging was neat and fully recyclable bought the black version
1568,test,contrast,0,second one i have bought support answered within an hour but it cracked from a knock off the desk
1569,test,contrast,1,second one i have bought it cracked from a knock off the desk but support answered within an hour
1570,train,contrast,0,support answered within an hour but the hinge went loose within a month
1571,train,contrast,1,the hinge went loose within a month but support answered within an hour
1572,val,contrast,0,it charges fully in about an hour but the printed instructions were one unreadable page
1573,val,contrast,1,the printed instructions were one unreadable page but it charges fully in about an hour
1574,train,contrast,0,replacing a five year old unit the sound is surprisingly rich but it disconnects from my laptop constantly ordered through the app
1575,train,contrast,1,replacing a five year old unit it disconnects from my laptop constantly but the sound is surprisingly rich ordered through the app
1576,test,contrast,0,the price is unbeatable for this spec but the carrying case tore at the seam
1577,test,contrast,1,the carrying case tore at the seam but the price is unbeatable for this spec
1578,train,contrast,0,ordered this in june customer service refunded me the same day but the sound is tinny at any volume will report back after the winter
1579,train,contrast,1,ordered this in june the sound is tinny at any volume but customer service refunded me the same day will report back after the winter
1580,train,contrast,0,the mounting bracket lines up perfectly but delivery was nine days late with no notice ordered through the app
1581,train,contrast,1,delivery was nine days late with no notice but the mounting bracket lines up perfectly ordered through the app
1582,test,contrast,0,replacing a five year old unit support answered within an hour but the colour is nothing like the product photos
1583,test,contrast,1,replacing a five year old unit the colour is nothing like the product photos but support answered within an hour
1584,train,contrast,0,the sound is surprisingly rich but the companion app crashes on every launch bought the black version
1585,train,contrast,1,the companion app crashes on every launch but the sound is surprisingly rich bought the black version
1586,train,contrast,0,support answered within an hour but the mounting bracket snapped under load
1587,train,contrast,1,the mounting bracket snapped under load but support answered within an hour
1588,train,contrast,0,ordered this in june it charges fully in about an hour but the printed instructions were one unreadable page posting this after a month of use
1589,train,contrast,1,ordered this in june the printed instructions were one unreadable page but it charges fully in about an hour posting this after a month of use
1590,test,contrast,0,shipped to a uk address the screen is bright and crisp but it stopped charging after three weeks model number lc four seven five
1591,test,contrast,1,shipped to a uk address it stopped charging after three weeks but the screen is bright and crisp model number lc four seven five
1592,train,contrast,0,the warranty claim took three minutes online but the weight makes it useless for travel
1593,train,contrast,1,the weight makes it useless for travel but the warranty claim took three minutes online
1594,test,contrast,0,the firmware update installed without a hitch but delivery was nine days late with no notice posting this after a month of use
1595,test,contrast,1,delivery was nine days late with no notice but the firmware update installed without a hitch posting this after a month of use
1596,train,contrast,0,second one i have bought the firmware update installed without a hitch but the price went up the day after i ordered updating this review later
1597,train,contrast,1,second one i have bought the price went up the day after i ordered but the firmware update installed without a hitch updating this review later
1598,train,contrast,0,shipped to a uk address the firmware update installed without a hitch but it stopped charging after three weeks model number lc four seven five
1599,train,contrast,1,shipped to a uk address it stopped charging after three weeks but the firmware update installed without a hitch model number lc four seven five
1600,train,contrast,0,buying for a home office the fit is exactly as described but the screen developed a dead pixel in week two posting this after a month of use
1601,train,contrast,1,buying for a home office the screen developed a dead pixel in week two but the fit is exactly as described posting this after a month of use
1602,train,contrast,0,replacing a five year old unit the printed instructions were clear and short but the fabric pilled after a single wash
1603,train,contrast,1,replacing a five year old unit the fabric pilled after a single wash but the printed instructions were clear and short
1604,train,contrast,0,support answered within an hour but the printed instructions were one unreadable page
1605,train,contrast,1,the printed instructions were one unreadable page but support answered within an hour
1606,train,contrast,0,the sound is surprisingly rich but the seller shipped the wrong variant
1607,train,contrast,1,the seller shipped the wrong variant but the sound is surprisingly rich
1608,train,contrast,0,i have used it daily since march the packaging was neat and fully recyclable but the colour is nothing like the product photos posting this after a month of use
1609,train,contrast,1,i have used it daily since march the colour is nothing like the product photos but the packaging was neat and fully recyclable posting this after a month of use
1610,test,contrast,0,for reference the warranty claim took three minutes online but the carrying case tore at the seam updating this review later
1611,test,contrast,1,for reference the carrying case tore at the seam but the warranty claim took three minutes online updating this review later
1612,train,contrast,0,bought during the autumn sale the keys have a satisfying travel but the firmware update bricked the unit ordered through the app
1613,train,contrast,1,bought during the autumn sale the firmware update bricked the unit but the keys have a satisfying travel ordered through the app
1614,train,contrast,0,the hinge still feels tight after a year but delivery was nine days late with no notice happy to answer questions
1615,train,contrast,1,delivery was nine days late with no notice but the hinge still feels tight after a year happy to answer questions
1616,train,contrast,0,replacing a five year old unit the printed instructions were clear and short but the firmware update bricked the unit
1617,train,contrast,1,replacing a five year old unit the firmware update bricked the unit but the printed instructions were clear and short
1618,test,contrast,0,the weight is far lower than i expected but the price went up the day after i ordered happy to answer questions
1619,test,contrast,1,the price went up the day after i ordered but the weight is far lower than i expected happy to answer questions
1620,train,contrast,0,buying for a home office the sound is surprisingly rich but the colour is nothing like the product photos
1621,train,contrast,1,buying for a home office the colour is nothing like the product photos but the sound is surprisingly rich
1622,test,contrast,0,bought during the autumn sale the warranty claim took three minutes online but the weight makes it useless for travel posting this after a month of use
1623,test,contrast,1,bought during the autumn sale the weight makes it useless for travel but the warranty claim took three minutes online posting this after a month of use
1624,train,contrast,0,second one i have bought delivery arrived a day early but support never replied to my ticket model number lc four seven five
1625,train,contrast,1,second one i have bought support never replied to my ticket but delivery arrived a day early model number lc four seven five
1626,test,contrast,0,setup took under five minutes but the stitching came apart at the corner
1627,test,contrast,1,the stitching came apart at the corner but setup took under five minutes
1628,train,contrast,0,buying for a home office the hinge still feels tight after a year but the packaging arrived crushed and open
1629,train,contrast,1,buying for a home office the packaging arrived crushed and open but the hinge still feels tight after a year
1630,train,contrast,0,shipped to a uk address the packaging was neat and fully recyclable but the colour is nothing like the product photos
1631,train,contrast,1,shipped to a uk address the colour is nothing like the product photos but the packaging was neat and fully recyclable
1632,train,contrast,0,the keys have a satisfying travel but the mounting bracket snapped under load
1633,train,contrast,1,the mounting bracket snapped under load but the keys have a satisfying travel
1634,train,contrast,0,bought during the autumn sale the return label was already in the box but the fabric pilled after a single wash
1635,train,contrast,1,bought during the autumn sale the fabric pilled after a single wash but the return label was already in the box
1636,train,contrast,0,the screen is bright and crisp but the packaging arrived crushed and open
1637,train,contrast,1,the packaging arrived crushed and open but the screen is bright and crisp
1638,test,contrast,0,ordered this in june the packaging was neat and fully recyclable but support never replied to my ticket
1639,test,contrast,1,ordered this in june support never replied to my ticket but the packaging was neat and fully recyclable
1640,train,contrast,0,it survived a drop onto concrete but the mounting bracket snapped under load
1641,train,contrast,1,the mounting bracket snapped under load but it survived a drop onto concrete
1642,test,contrast,0,the warranty claim took three minutes online but the colour is nothing like the product photos updating this review later
1643,test,contrast,1,the colour is nothing like the product photos but the warranty claim took three minutes online updating this review later
1644,test,contrast,0,customer service refunded me the same day but it stopped charging after three weeks
1645,test,contrast,1,it stopped charging after three weeks but customer service refunded me the same day
1646,val,contrast,0,buying for a home office the battery easily lasts two days but the fit runs two sizes small will report back after the winter
1647,val,contrast,1,buying for a home office the fit runs two sizes small but the battery easily lasts two days will report back after the winter
1648,train,contrast,0,delivery arrived a day early but it cracked from a knock off the desk posting this after a month of use
1649,train,contrast,1,it cracked from a knock off the desk but delivery arrived a day early posting this after a month of use
1650,val,contrast,0,replacing a five year old unit the carrying case is genuinely useful but it disconnects from my laptop constantly will report back after the winter
1651,val,contrast,1,replacing a five year old unit it disconnects from my laptop constantly but the carrying case is genuinely useful will report back after the winter
1652,train,contrast,0,it survived a drop onto concrete but delivery was nine days late with no notice
1653,train,contrast,1,delivery was nine days late with no notice but it survived a drop onto concrete
1654,test,contrast,0,i have used it daily since march it charges fully in about an hour but delivery was nine days late with no notice model number lc four seven five
1655,test,contrast,1,i have used it daily since march delivery was nine days late with no notice but it charges fully in about an hour model number lc four seven five
1656,train,contrast,0,bought during the autumn sale the battery easily lasts two days but the hinge went loose within a month happy to answer questions
1657,train,contrast,1,bought during the autumn sale the hinge went loose within a month but the battery easily lasts two days happy to answer questions
1658,test,contrast,0,bought during the autumn sale customer service refunded me the same day but delivery was nine days late with no notice bought the black version
1659,test,contrast,1,bought during the autumn sale delivery was nine days late with no notice but customer service refunded me the same day bought the black version
1660,train,contrast,0,setup took under five minutes but the warranty claim has been open for six weeks
1661,train,contrast,1,the warranty claim has been open for six weeks but setup took under five minutes
1662,test,contrast,0,ordered this in june the fit is exactly as described but the warranty claim has been open for six weeks
1663,test,contrast,1,ordered this in june the warranty claim has been open for six weeks but the fit is exactly as described
1664,train,contrast,0,second one i have bought the fabric held up after ten washes but setup took me most of an afternoon updating this review later
1665,train,contrast,1,second one i have bought setup took me most of an afternoon but the fabric held up after ten washes updating this review later
1666,train,contrast,0,it pairs with my laptop instantly but the screen developed a dead pixel in week two
1667,train,contrast,1,the screen developed a dead pixel in week two but it pairs with my laptop instantly
1668,train,contrast,0,the stitching is even all the way round but support never replied to my ticket posting this after a month of use
1669,train,contrast,1,support never replied to my ticket but the stitching is even all the way round posting this after a month of use
1670,test,contrast,0,the companion app is responsive and clean but customer service put me on hold for an hour updating this review later
1671,test,contrast,1,customer service put me on hold for an hour but the companion app is responsive and clean updating this review later
1672,train,contrast,0,i have used it daily since march the companion app is responsive and clean but it stopped charging after three weeks ordered through the app
1673,train,contrast,1,i have used it daily since march it stopped charging after three weeks but the companion app is responsive and clean ordered through the app
1674,test,contrast,0,the seller threw in a spare cable but the screen developed a dead pixel in week two
1675,test,contrast,1,the screen developed a dead pixel in week two but the seller threw in a spare cable
1676,train,contrast,0,replacing a five year old unit it pairs with my laptop instantly but it stopped charging after three weeks model number lc four seven five
1677,train,contrast,1,replacing a five year old unit it stopped charging after three weeks but it pairs with my laptop instantly model number lc four seven five
1678,train,contrast,0,i have used it daily since march delivery arrived a day early but the hinge went loose within a month bought the black version
1679,train,contrast,1,i have used it daily since march the hinge went loose within a month but delivery arrived a day early bought the black version
1680,test,contrast,0,replacing a five year old unit the keys have a satisfying travel but delivery was nine days late with no notice
1681,test,contrast,1,replacing a five year old unit delivery was nine days late with no notice but the keys have a satisfying travel
1682,test,contrast,0,bought during the autumn sale the keys have a satisfying travel but the return label cost me twelve dollars ordered through the app
1683,test,contrast,1,bought during the autumn sale the return label cost me twelve dollars but the keys have a satisfying travel ordered through the app
1684,train,contrast,0,for reference support answered within an hour but the colour is nothing like the product photos updating this review later
1685,train,contrast,1,for reference the colour is nothing like the product photos but support answered within an hour updating this review later
1686,test,contrast,0,replacing a five year old unit support answered within an hour but the mounting bracket snapped under load posting this after a month of use
1687,test,contrast,1,replacing a five year old unit the mounting bracket snapped under load but support answered within an hour posting this after a month of use
1688,train,contrast,0,buying for a home office the carrying case is genuinely useful but setup took me most of an afternoon
1689,train,contrast,1,buying for a home office setup took me most of an afternoon but the carrying case is genuinely useful
1690,train,contrast,0,the carrying case is genuinely useful but delivery was nine days late with no notice
1691,train,contrast,1,delivery was nine days late with no notice but the carrying case is genuinely useful
1692,test,contrast,0,for reference delivery arrived a day early but the return label cost me twelve dollars
1693,test,contrast,1,for reference the return label cost me twelve dollars but delivery arrived a day early
1694,val,contrast,0,the fabric held up after ten washes but the build quality feels cheap in the hand
1695,val,contrast,1,the build quality feels cheap in the hand but the fabric held up after ten washes
1696,test,contrast,0,ordered this in june the hinge still feels tight after a year but the firmware update bricked the unit updating this review later
1697,test,contrast,1,ordered this in june the firmware update bricked the unit but the hinge still feels tight after a year updating this review later
1698,train,contrast,0,replacing a five year old unit the keys have a satisfying travel but the price went up the day after i ordered happy to answer questions
1699,train,contrast,1,replacing a five year old unit the price went up the day after i ordered but the keys have a satisfying travel happy to answer questions
1700,test,contrast,0,the stitching is even all the way round but the firmware update bricked the unit
1701,test,contrast,1,the firmware update bricked the unit but the stitching is even all the way round
1702,train,contrast,0,shipped to a uk address the fit is exactly as described but support never replied to my ticket happy to answer questions
1703,train,contrast,1,shipped to a uk address support never replied to my ticket but the fit is exactly as described happy to answer questions
1704,train,contrast,0,buying for a home office the stitching is even all the way round but the printed instructions were one unreadable page posting this after a month of use
1705,train,contrast,1,buying for a home office the printed instructions were one unreadable page but the stitching is even all the way round posting this after a month of use
1706,train,contrast,0,second one i have bought support answered within an hour but the colour is nothing like the product photos
1707,train,contrast,1,second one i have bought the colour is nothing like the product photos but support answered within an hour
1708,train,contrast,0,the mounting bracket lines up perfectly but setup took me most of an afternoon
1709,train,contrast,1,setup took me most of an afternoon but the mounting bracket lines up perfectly
1710,train,contrast,0,for reference the packaging was neat and fully recyclable but the warranty claim has been open for six weeks updating this review later
1711,train,contrast,1,for reference the warranty claim has been open for six weeks but the packaging was neat and fully recyclable updating this review later
1712,train,contrast,0,bought during the autumn sale support answered within an hour but the seller shipped the wrong variant
1713,train,contrast,1,bought during the autumn sale the seller shipped the wrong variant but support answered within an hour
1714,test,contrast,0,for reference setup took under five minutes but setup took me most of an afternoon ordered through the app
1715,test,contrast,1,for reference setup took me most of an afternoon but setup took under five minutes ordered through the app
1716,train,contrast,0,buying for a home office the price is unbeatable for this spec but the printed instructions were one unreadable page bought the black version
1717,train,contrast,1,buying for a home office the printed instructions were one unreadable page but the price is unbeatable for this spec bought the black version
1718,val,contrast,0,shipped to a uk address the packaging was neat and fully recyclable but the stitching came apart at the corner
1719,val,contrast,1,shipped to a uk address the stitching came apart at the corner but the packaging was neat and fully recyclable
1720,test,contrast,0,replacing a five year old unit the sound is surprisingly rich but it cracked from a knock off the desk
1721,test,contrast,1,replacing a five year old unit it cracked from a knock off the desk but the sound is surprisingly rich
1722,train,contrast,0,support answered within an hour but the printed instructions were one unreadable page model number lc four seven five
1723,train,contrast,1,the printed instructions were one unreadable page but support answered within an hour model number lc four seven five
1724,train,contrast,0,bought during the autumn sale the weight is far lower than i expected but the price went up the day after i ordered
1725,train,contrast,1,bought during the autumn sale the price went up the day after i ordered but the weight is far lower than i expected
1726,train,contrast,0,customer service refunded me the same day but the battery drains overnight while it is off
1727,train,contrast,1,the battery drains overnight while it is off but customer service refunded me the same day
1728,train,contrast,0,replacing a five year old unit the screen is bright and crisp but the hinge went loose within a month
1729,train,contrast,1,replacing a five year old unit the hinge went loose within a month but the screen is bright and crisp
1730,test,contrast,0,bought during the autumn sale the seller threw in a spare cable but the printed instructions were one unreadable page
1731,test,contrast,1,bought during the autumn sale the printed instructions were one unreadable page but the seller threw in a spare cable
1732,train,contrast,0,replacing a five year old unit it survived a drop onto concrete but the stitching came apart at the corner
1733,train,contrast,1,replacing a five year old unit the stitching came apart at the corner but it survived a drop onto concrete
1734,val,contrast,0,it survived a drop onto concrete but the seller shipped the wrong variant will report back after the winter
1735,val,contrast,1,the seller shipped the wrong variant but it survived a drop onto concrete will report back after the winter
1736,train,contrast,0,i have used it daily since march the companion app is responsive and clean but the mounting bracket snapped under load
1737,train,contrast,1,i have used it daily since march the mounting bracket snapped under load but the companion app is responsive and clean
1738,test,contrast,0,it charges fully in about an hour but the keys started sticking almost immediately ordered through the app
1739,test,contrast,1,the keys started sticking almost immediately but it charges fully in about an hour ordered through the app
1740,train,contrast,0,i have used it daily since march the printed instructions were clear and short but support never replied to my ticket
1741,train,contrast,1,i have used it daily since march support never replied to my ticket but the printed instructions were clear and short
1742,train,contrast,0,i have used it daily since march the build quality feels premium but the battery drains overnight while it is off will report back after the winter
1743,train,contrast,1,i have used it daily since march the battery drains overnight while it is off but the build quality feels premium will report back after the winter
1744,test,contrast,0,replacing a five year old unit the companion app is responsive and clean but the companion app crashes on every launch model number lc four seven five
1745,test,contrast,1,replacing a five year old unit the companion app crashes on every launch but the companion app is responsive and clean model number lc four seven five
1746,test,contrast,0,the stitching is even all the way round but the printed instructions were one unreadable page
1747,test,contrast,1,the printed instructions were one unreadable page but the stitching is even all the way round
1748,train,contrast,0,for reference the sound is surprisingly rich but the packaging arrived crushed and open happy to answer questions
1749,train,contrast,1,for reference the packaging arrived crushed and open but the sound is surprisingly rich happy to answer questions
1750,test,contrast,0,shipped to a uk address the price is unbeatable for this spec but customer service put me on hold for an hour posting this after a month of use
1751,test,contrast,1,shipped to a uk address customer service put me on hold for an hour but the price is unbeatable for this spec posting this after a month of use
1752,train,contrast,0,buying for a home office the weight is far lower than i expected but the printed instructions were one unreadable page posting this after a month of use
1753,train,contrast,1,buying for a home office the printed instructions were one unreadable page but the weight is far lower than i expected posting this after a month of use
1754,test,contrast,0,i have used it daily since march the mounting bracket lines up perfectly but the companion app crashes on every launch
1755,test,contrast,1,i have used it daily since march the companion app crashes on every launch but the mounting bracket lines up perfectly
1756,test,contrast,0,i have used it daily since march the mounting bracket lines up perfectly but it cracked from a knock off the desk
1757,test,contrast,1,i have used it daily since march it cracked from a knock off the desk but the mounting bracket lines up perfectly
1758,train,contrast,0,i have used it daily since march the build quality feels premium but the fabric pilled after a single wash happy to answer questions
1759,train,contrast,1,i have used it daily since march the fabric pilled after a single wash but the build quality feels premium happy to answer questions
1760,test,contrast,0,buying for a home office support answered within an hour but support never replied to my ticket
1761,test,contrast,1,buying for a home office support never replied to my ticket but support answered within an hour
1762,test,contrast,0,shipped to a uk address the return label was already in the box but the colour is nothing like the product photos
1763,test,contrast,1,shipped to a uk address the colour is nothing like the product photos but the return label was already in the box
1764,train,contrast,0,the sound is surprisingly rich but the companion app crashes on every launch model number lc four seven five
1765,train,contrast,1,the companion app crashes on every launch but the sound is surprisingly rich model number lc four seven five
1766,test,contrast,0,bought during the autumn sale the return label was already in the box but customer service put me on hold for an hour posting this after a month of use
1767,test,contrast,1,bought during the autumn sale customer service put me on hold for an hour but the return label was already in the box posting this after a month of use
1768,test,contrast,0,the sound is surprisingly rich but setup took me most of an afternoon posting this after a month of use
1769,test,contrast,1,setup took me most of an afternoon but the sound is surprisingly rich posting this after a month of use
1770,test,contrast,0,i have used it daily since march delivery arrived a day early but the battery drains overnight while it is off will report back after the winter
1771,test,contrast,1,i have used it daily since march the battery drains overnight while it is off but delivery arrived a day early will report back after the winter
1772,val,contrast,0,the weight is far lower than i expected but delivery was nine days late with no notice updating this review later
1773,val,contrast,1,delivery was nine days late with no notice but the weight is far lower than i expected updating this review later
1774,test,contrast,0,delivery arrived a day early but the colour is nothing like the product photos
1775,test,contrast,1,the colour is nothing like the product photos but delivery arrived a day early
1776,train,contrast,0,buying for a home office it charges fully in about an hour but the return label cost me twelve dollars
1777,train,contrast,1,buying for a home office the return label cost me twelve dollars but it charges fully in about an hour
1778,val,contrast,0,shipped to a uk address support answered within an hour but the stitching came apart at the corner posting this after a month of use
1779,val,contrast,1,shipped to a uk address the stitching came apart at the corner but support answered within an hour posting this after a month of use
1780,train,contrast,0,setup took under five minutes but the firmware update bricked the unit posting this after a month of use
1781,train,contrast,1,the firmware update bricked the unit but setup took under five minutes posting this after a month of use
1782,train,contrast,0,replacing a five year old unit the carrying case is genuinely useful but the hinge went loose within a month updating this review later
1783,train,contrast,1,replacing a five year old unit the hinge went loose within a month but the carrying case is genuinely useful updating this review later
1784,test,contrast,0,bought during the autumn sale it charges fully in about an hour but the sound is tinny at any volume
1785,test,contrast,1,bought during the autumn sale the sound is tinny at any volume but it charges fully in about an hour
1786,test,contrast,0,bought during the autumn sale the battery easily lasts two days but the firmware update bricked the unit
1787,test,contrast,1,bought during the autumn sale the firmware update bricked the unit but the battery easily lasts two days
1788,train,contrast,0,the seller threw in a spare cable but the keys started sticking almost immediately
1789,train,contrast,1,the keys started sticking almost immediately but the seller threw in a spare cable
1790,train,contrast,0,the stitching is even all the way round but the warranty claim has been open for six weeks
1791,train,contrast,1,the warranty claim has been open for six weeks but the stitching is even all the way round
1792,val,contrast,0,replacing a five year old unit the build quality feels premium but the battery drains overnight while it is off
1793,val,contrast,1,replacing a five year old unit the battery drains overnight while it is off but the build quality feels premium
1794,train,contrast,0,the colour matches the product photos but delivery was nine days late with no notice will report back after the winter
1795,train,contrast,1,delivery was nine days late with no notice but the colour matches the product photos will report back after the winter
1796,train,contrast,0,ordered this in june the companion app is responsive and clean but the firmware update bricked the unit ordered through the app
1797,train,contrast,1,ordered this in june the firmware update bricked the unit but the companion app is responsive and clean ordered through the app
1798,train,contrast,0,replacing a five year old unit the fit is exactly as described but the weight makes it useless for travel updating this review later
